row.names,value,nme,method,time
6015,   6579,dst router5,obs,(12/25/98 11:54:59)
6016,  39438,dst r4-local,obs,(12/25/98 11:54:59)
6017,  34874,dst switch,obs,(12/25/98 11:54:59)
6018,  11994,dst r4-others,obs,(12/25/98 11:54:59)
6019,  39799,dst gw1,obs,(12/25/98 11:54:59)
6020,   5222,dst gw2,obs,(12/25/98 11:54:59)
6021,  15958,dst gw3,obs,(12/25/98 11:54:59)
6022,    155,dst gw-others,obs,(12/25/98 11:54:59)
6049,  28879,ori router5,obs,(12/25/98 12:00:00)
6050,  28032,ori r4-local,obs,(12/25/98 12:00:00)
6051,   9988,ori switch,obs,(12/25/98 12:00:00)
6052,   4861,ori r4-others,obs,(12/25/98 12:00:00)
6053,  27533,ori gw1,obs,(12/25/98 12:00:00)
6054,  19136,ori gw2,obs,(12/25/98 12:00:00)
6055,  29929,ori gw3,obs,(12/25/98 12:00:00)
6056,    993,ori gw-others,obs,(12/25/98 12:00:00)
6057,   6549,dst router5,obs,(12/25/98 12:00:00)
6058,  27351,dst r4-local,obs,(12/25/98 12:00:00)
6059,  40655,dst switch,obs,(12/25/98 12:00:00)
6060,  10839,dst r4-others,obs,(12/25/98 12:00:00)
6061,  31992,dst gw1,obs,(12/25/98 12:00:00)
6062,   5314,dst gw2,obs,(12/25/98 12:00:00)
6063,  26446,dst gw3,obs,(12/25/98 12:00:00)
6064,    206,dst gw-others,obs,(12/25/98 12:00:00)
6091,  33047,ori router5,obs,(12/25/98 12:05:00)
6092,  38157,ori r4-local,obs,(12/25/98 12:05:00)
6093,  10151,ori switch,obs,(12/25/98 12:05:00)
6094,   4877,ori r4-others,obs,(12/25/98 12:05:00)
6095,  16837,ori gw1,obs,(12/25/98 12:05:00)
6096,  38907,ori gw2,obs,(12/25/98 12:05:00)
6097,  31123,ori gw3,obs,(12/25/98 12:05:00)
6098,   1658,ori gw-others,obs,(12/25/98 12:05:00)
6099,  29861,dst router5,obs,(12/25/98 12:05:00)
6100,  33655,dst r4-local,obs,(12/25/98 12:05:00)
6101,  43949,dst switch,obs,(12/25/98 12:05:00)
6102,  12907,dst r4-others,obs,(12/25/98 12:05:00)
6103,  31406,dst gw1,obs,(12/25/98 12:05:00)
6104,   4947,dst gw2,obs,(12/25/98 12:05:00)
6105,  17615,dst gw3,obs,(12/25/98 12:05:00)
6106,    412,dst gw-others,obs,(12/25/98 12:05:00)
6133,  28947,ori router5,obs,(12/25/98 12:10:00)
6134,  36725,ori r4-local,obs,(12/25/98 12:10:00)
6135,  10036,ori switch,obs,(12/25/98 12:10:00)
6136,   5897,ori r4-others,obs,(12/25/98 12:10:00)
6137,  29607,ori gw1,obs,(12/25/98 12:10:00)
6138,  22140,ori gw2,obs,(12/25/98 12:10:00)
6139,  30143,ori gw3,obs,(12/25/98 12:10:00)
6140,   1850,ori gw-others,obs,(12/25/98 12:10:00)
6141,   7214,dst router5,obs,(12/25/98 12:10:00)
6142,  32518,dst r4-local,obs,(12/25/98 12:10:00)
6143,  45925,dst switch,obs,(12/25/98 12:10:00)
6144,  11018,dst r4-others,obs,(12/25/98 12:10:00)
6145,  30691,dst gw1,obs,(12/25/98 12:10:00)
6146,  17628,dst gw2,obs,(12/25/98 12:10:00)
6147,  20020,dst gw3,obs,(12/25/98 12:10:00)
6148,    359,dst gw-others,obs,(12/25/98 12:10:00)
6175,  28891,ori router5,obs,(12/25/98 12:14:59)
6176,  36687,ori r4-local,obs,(12/25/98 12:14:59)
6177,  10034,ori switch,obs,(12/25/98 12:14:59)
6178,   5905,ori r4-others,obs,(12/25/98 12:14:59)
6179,  29569,ori gw1,obs,(12/25/98 12:14:59)
6180,  21901,ori gw2,obs,(12/25/98 12:14:59)
6181,  29965,ori gw3,obs,(12/25/98 12:14:59)
6182,   1843,ori gw-others,obs,(12/25/98 12:14:59)
6183,   6878,dst router5,obs,(12/25/98 12:14:59)
6184,  32368,dst r4-local,obs,(12/25/98 12:14:59)
6185,  45795,dst switch,obs,(12/25/98 12:14:59)
6186,  10966,dst r4-others,obs,(12/25/98 12:14:59)
6187,  30687,dst gw1,obs,(12/25/98 12:14:59)
6188,  17714,dst gw2,obs,(12/25/98 12:14:59)
6189,  20038,dst gw3,obs,(12/25/98 12:14:59)
6190,    360,dst gw-others,obs,(12/25/98 12:14:59)
6217,  29118,ori router5,obs,(12/25/98 12:19:59)
6218,  34866,ori r4-local,obs,(12/25/98 12:19:59)
6219,   8442,ori switch,obs,(12/25/98 12:19:59)
6220,   5327,ori r4-others,obs,(12/25/98 12:19:59)
6221,  17030,ori gw1,obs,(12/25/98 12:19:59)
6222,  12599,ori gw2,obs,(12/25/98 12:19:59)
6223,  28250,ori gw3,obs,(12/25/98 12:19:59)
6224,   1480,ori gw-others,obs,(12/25/98 12:19:59)
6225,   5768,dst router5,obs,(12/25/98 12:19:59)
6226,  33420,dst r4-local,obs,(12/25/98 12:19:59)
6227,  35791,dst switch,obs,(12/25/98 12:19:59)
6228,  11260,dst r4-others,obs,(12/25/98 12:19:59)
6229,  30309,dst gw1,obs,(12/25/98 12:19:59)
6230,   3996,dst gw2,obs,(12/25/98 12:19:59)
6231,  16334,dst gw3,obs,(12/25/98 12:19:59)
6232,    245,dst gw-others,obs,(12/25/98 12:19:59)
6259,  29844,ori router5,obs,(12/25/98 12:25:00)
6260,  30602,ori r4-local,obs,(12/25/98 12:25:00)
6261,   8776,ori switch,obs,(12/25/98 12:25:00)
6262,   5115,ori r4-others,obs,(12/25/98 12:25:00)
6263,  24959,ori gw1,obs,(12/25/98 12:25:00)
6264,  12621,ori gw2,obs,(12/25/98 12:25:00)
6265,  34376,ori gw3,obs,(12/25/98 12:25:00)
6266,   1987,ori gw-others,obs,(12/25/98 12:25:00)
6267,  10241,dst router5,obs,(12/25/98 12:25:00)
6268,  31135,dst r4-local,obs,(12/25/98 12:25:00)
6269,  32633,dst switch,obs,(12/25/98 12:25:00)
6270,  11088,dst r4-others,obs,(12/25/98 12:25:00)
6271,  33685,dst gw1,obs,(12/25/98 12:25:00)
6272,   4830,dst gw2,obs,(12/25/98 12:25:00)
6273,  22608,dst gw3,obs,(12/25/98 12:25:00)
6274,   2075,dst gw-others,obs,(12/25/98 12:25:00)
6301,  30083,ori router5,obs,(12/25/98 12:30:00)
6302,  34410,ori r4-local,obs,(12/25/98 12:30:00)
6303,  10281,ori switch,obs,(12/25/98 12:30:00)
6304,   4982,ori r4-others,obs,(12/25/98 12:30:00)
6305,  18608,ori gw1,obs,(12/25/98 12:30:00)
6306,  14110,ori gw2,obs,(12/25/98 12:30:00)
6307,  37273,ori gw3,obs,(12/25/98 12:30:00)
6308,    950,ori gw-others,obs,(12/25/98 12:30:00)
6309,   7781,dst router5,obs,(12/25/98 12:30:00)
6310,  36089,dst r4-local,obs,(12/25/98 12:30:00)
6311,  30918,dst switch,obs,(12/25/98 12:30:00)
6312,  12163,dst r4-others,obs,(12/25/98 12:30:00)
6313,  40366,dst gw1,obs,(12/25/98 12:30:00)
6314,   8397,dst gw2,obs,(12/25/98 12:30:00)
6315,  14738,dst gw3,obs,(12/25/98 12:30:00)
6316,    273,dst gw-others,obs,(12/25/98 12:30:00)
6343,  29714,ori router5,obs,(12/25/98 12:34:59)
6344,  40824,ori r4-local,obs,(12/25/98 12:34:59)
6345,  10532,ori switch,obs,(12/25/98 12:34:59)
6346,   4699,ori r4-others,obs,(12/25/98 12:34:59)
6347,  16872,ori gw1,obs,(12/25/98 12:34:59)
6348,  10246,ori gw2,obs,(12/25/98 12:34:59)
6349,  32209,ori gw3,obs,(12/25/98 12:34:59)
6350,    686,ori gw-others,obs,(12/25/98 12:34:59)
6351,   6867,dst router5,obs,(12/25/98 12:34:59)
6352,  35857,dst r4-local,obs,(12/25/98 12:34:59)
6353,  35043,dst switch,obs,(12/25/98 12:34:59)
6354,  12347,dst r4-others,obs,(12/25/98 12:34:59)
6355,  35557,dst gw1,obs,(12/25/98 12:34:59)
6356,   7177,dst gw2,obs,(12/25/98 12:34:59)
6357,  12632,dst gw3,obs,(12/25/98 12:34:59)
6358,    317,dst gw-others,obs,(12/25/98 12:34:59)
6385,  30700,ori router5,obs,(12/25/98 12:39:59)
6386,  36190,ori r4-local,obs,(12/25/98 12:39:59)
6387,   8801,ori switch,obs,(12/25/98 12:39:59)
6388,   4707,ori r4-others,obs,(12/25/98 12:39:59)
6389,  17248,ori gw1,obs,(12/25/98 12:39:59)
6390,  11841,ori gw2,obs,(12/25/98 12:39:59)
6391,  38674,ori gw3,obs,(12/25/98 12:39:59)
6392,   2618,ori gw-others,obs,(12/25/98 12:39:59)
6393,   8818,dst router5,obs,(12/25/98 12:39:59)
6394,  36151,dst r4-local,obs,(12/25/98 12:39:59)
6395,  31319,dst switch,obs,(12/25/98 12:39:59)
6396,  10276,dst r4-others,obs,(12/25/98 12:39:59)
6397,  34778,dst gw1,obs,(12/25/98 12:39:59)
6398,   5784,dst gw2,obs,(12/25/98 12:39:59)
6399,  23410,dst gw3,obs,(12/25/98 12:39:59)
6400,    247,dst gw-others,obs,(12/25/98 12:39:59)
6427,  30414,ori router5,obs,(12/25/98 12:45:00)
6428,  56177,ori r4-local,obs,(12/25/98 12:45:00)
6429,  15673,ori switch,obs,(12/25/98 12:45:00)
6430,   4680,ori r4-others,obs,(12/25/98 12:45:00)
6431,  27490,ori gw1,obs,(12/25/98 12:45:00)
6432,  14419,ori gw2,obs,(12/25/98 12:45:00)
6433,  39312,ori gw3,obs,(12/25/98 12:45:00)
6434,  44295,ori gw-others,obs,(12/25/98 12:45:00)
6435,   6938,dst router5,obs,(12/25/98 12:45:00)
6436,  45979,dst r4-local,obs,(12/25/98 12:45:00)
6437,  43852,dst switch,obs,(12/25/98 12:45:00)
6438,  15729,dst r4-others,obs,(12/25/98 12:45:00)
6439,  36303,dst gw1,obs,(12/25/98 12:45:00)
6440,  11347,dst gw2,obs,(12/25/98 12:45:00)
6441,  70245,dst gw3,obs,(12/25/98 12:45:00)
6442,   2066,dst gw-others,obs,(12/25/98 12:45:00)
6469,  28355,ori router5,obs,(12/25/98 12:50:00)
6470,  37095,ori r4-local,obs,(12/25/98 12:50:00)
6471,   8815,ori switch,obs,(12/25/98 12:50:00)
6472,   6251,ori r4-others,obs,(12/25/98 12:50:00)
6473,  19107,ori gw1,obs,(12/25/98 12:50:00)
6474,   8314,ori gw2,obs,(12/25/98 12:50:00)
6475,  41733,ori gw3,obs,(12/25/98 12:50:00)
6476,   1439,ori gw-others,obs,(12/25/98 12:50:00)
6477,   5968,dst router5,obs,(12/25/98 12:50:00)
6478,  37198,dst r4-local,obs,(12/25/98 12:50:00)
6479,  30584,dst switch,obs,(12/25/98 12:50:00)
6480,  10993,dst r4-others,obs,(12/25/98 12:50:00)
6481,  31252,dst gw1,obs,(12/25/98 12:50:00)
6482,   9695,dst gw2,obs,(12/25/98 12:50:00)
6483,  25136,dst gw3,obs,(12/25/98 12:50:00)
6484,    290,dst gw-others,obs,(12/25/98 12:50:00)
6511,  30683,ori router5,obs,(12/25/98 12:55:00)
6512,  42427,ori r4-local,obs,(12/25/98 12:55:00)
6513,   8054,ori switch,obs,(12/25/98 12:55:00)
6514,   4980,ori r4-others,obs,(12/25/98 12:55:00)
6515,  15998,ori gw1,obs,(12/25/98 12:55:00)
6516,  10490,ori gw2,obs,(12/25/98 12:55:00)
6517,  59093,ori gw3,obs,(12/25/98 12:55:00)
6518,   3363,ori gw-others,obs,(12/25/98 12:55:00)
6519,   8052,dst router5,obs,(12/25/98 12:55:00)
6520,  42866,dst r4-local,obs,(12/25/98 12:55:00)
6521,  29662,dst switch,obs,(12/25/98 12:55:00)
6522,  11609,dst r4-others,obs,(12/25/98 12:55:00)
6523,  40372,dst gw1,obs,(12/25/98 12:55:00)
6524,  12053,dst gw2,obs,(12/25/98 12:55:00)
6525,  29860,dst gw3,obs,(12/25/98 12:55:00)
6526,    610,dst gw-others,obs,(12/25/98 12:55:00)
6553,  30023,ori router5,obs,(12/25/98 12:59:59)
6554,  27451,ori r4-local,obs,(12/25/98 12:59:59)
6555,   8972,ori switch,obs,(12/25/98 12:59:59)
6556,   4726,ori r4-others,obs,(12/25/98 12:59:59)
6557,  18358,ori gw1,obs,(12/25/98 12:59:59)
6558,  66169,ori gw2,obs,(12/25/98 12:59:59)
6559,  54128,ori gw3,obs,(12/25/98 12:59:59)
6560,   1258,ori gw-others,obs,(12/25/98 12:59:59)
6561,   9828,dst router5,obs,(12/25/98 12:59:59)
6562,  30437,dst r4-local,obs,(12/25/98 12:59:59)
6563,  31789,dst switch,obs,(12/25/98 12:59:59)
6564,  12475,dst r4-others,obs,(12/25/98 12:59:59)
6565,  59244,dst gw1,obs,(12/25/98 12:59:59)
6566,  23095,dst gw2,obs,(12/25/98 12:59:59)
6567,  43798,dst gw3,obs,(12/25/98 12:59:59)
6568,    394,dst gw-others,obs,(12/25/98 12:59:59)
6595,  30124,ori router5,obs,(12/25/98 13:04:59)
6596,  45262,ori r4-local,obs,(12/25/98 13:04:59)
6597,   9184,ori switch,obs,(12/25/98 13:04:59)
6598,   4909,ori r4-others,obs,(12/25/98 13:04:59)
6599,  17449,ori gw1,obs,(12/25/98 13:04:59)
6600,  48229,ori gw2,obs,(12/25/98 13:04:59)
6601,  71752,ori gw3,obs,(12/25/98 13:04:59)
6602,   1624,ori gw-others,obs,(12/25/98 13:04:59)
6603,  12400,dst router5,obs,(12/25/98 13:04:59)
6604,  41631,dst r4-local,obs,(12/25/98 13:04:59)
6605,  37545,dst switch,obs,(12/25/98 13:04:59)
6606,  12694,dst r4-others,obs,(12/25/98 13:04:59)
6607,  67134,dst gw1,obs,(12/25/98 13:04:59)
6608,  19298,dst gw2,obs,(12/25/98 13:04:59)
6609,  37365,dst gw3,obs,(12/25/98 13:04:59)
6610,    438,dst gw-others,obs,(12/25/98 13:04:59)
6637,  30025,ori router5,obs,(12/25/98 13:10:00)
6638,  65104,ori r4-local,obs,(12/25/98 13:10:00)
6639,   8732,ori switch,obs,(12/25/98 13:10:00)
6640,   4560,ori r4-others,obs,(12/25/98 13:10:00)
6641,  16331,ori gw1,obs,(12/25/98 13:10:00)
6642,  23562,ori gw2,obs,(12/25/98 13:10:00)
6643,  77476,ori gw3,obs,(12/25/98 13:10:00)
6644,   2930,ori gw-others,obs,(12/25/98 13:10:00)
6645,  10433,dst router5,obs,(12/25/98 13:10:00)
6646,  59268,dst r4-local,obs,(12/25/98 13:10:00)
6647,  36964,dst switch,obs,(12/25/98 13:10:00)
6648,  10767,dst r4-others,obs,(12/25/98 13:10:00)
6649,  64355,dst gw1,obs,(12/25/98 13:10:00)
6650,  13262,dst gw2,obs,(12/25/98 13:10:00)
6651,  33146,dst gw3,obs,(12/25/98 13:10:00)
6652,    517,dst gw-others,obs,(12/25/98 13:10:00)
6679,  30025,ori router5,obs,(12/25/98 13:15:00)
6680,  65303,ori r4-local,obs,(12/25/98 13:15:00)
6681,   8728,ori switch,obs,(12/25/98 13:15:00)
6682,   4558,ori r4-others,obs,(12/25/98 13:15:00)
6683,  16324,ori gw1,obs,(12/25/98 13:15:00)
6684,  23398,ori gw2,obs,(12/25/98 13:15:00)
6685,  77514,ori gw3,obs,(12/25/98 13:15:00)
6686,   2940,ori gw-others,obs,(12/25/98 13:15:00)
6687,  10420,dst router5,obs,(12/25/98 13:15:00)
6688,  59438,dst r4-local,obs,(12/25/98 13:15:00)
6689,  36960,dst switch,obs,(12/25/98 13:15:00)
6690,  10756,dst r4-others,obs,(12/25/98 13:15:00)
6691,  64338,dst gw1,obs,(12/25/98 13:15:00)
6692,  13229,dst gw2,obs,(12/25/98 13:15:00)
6693,  33123,dst gw3,obs,(12/25/98 13:15:00)
6694,    518,dst gw-others,obs,(12/25/98 13:15:00)
6721,  29005,ori router5,obs,(12/25/98 13:19:59)
6722, 103616,ori r4-local,obs,(12/25/98 13:19:59)
6723,  11820,ori switch,obs,(12/25/98 13:19:59)
6724,   5112,ori r4-others,obs,(12/25/98 13:19:59)
6725,  14427,ori gw1,obs,(12/25/98 13:19:59)
6726,  19460,ori gw2,obs,(12/25/98 13:19:59)
6727,  77374,ori gw3,obs,(12/25/98 13:19:59)
6728,   2512,ori gw-others,obs,(12/25/98 13:19:59)
6729,   6570,dst router5,obs,(12/25/98 13:19:59)
6730, 100584,dst r4-local,obs,(12/25/98 13:19:59)
6731,  38288,dst switch,obs,(12/25/98 13:19:59)
6732,  12585,dst r4-others,obs,(12/25/98 13:19:59)
6733,  63666,dst gw1,obs,(12/25/98 13:19:59)
6734,  17215,dst gw2,obs,(12/25/98 13:19:59)
6735,  24055,dst gw3,obs,(12/25/98 13:19:59)
6736,    360,dst gw-others,obs,(12/25/98 13:19:59)
6763,  24262,ori router5,obs,(12/25/98 13:24:59)
6764,  34011,ori r4-local,obs,(12/25/98 13:24:59)
6765,   9339,ori switch,obs,(12/25/98 13:24:59)
6766,   5541,ori r4-others,obs,(12/25/98 13:24:59)
6767,  19435,ori gw1,obs,(12/25/98 13:24:59)
6768,  35205,ori gw2,obs,(12/25/98 13:24:59)
6769, 106219,ori gw3,obs,(12/25/98 13:24:59)
6770,  18256,ori gw-others,obs,(12/25/98 13:24:59)
6771,   6659,dst router5,obs,(12/25/98 13:24:59)
6772,  33307,dst r4-local,obs,(12/25/98 13:24:59)
6773,  24691,dst switch,obs,(12/25/98 13:24:59)
6774,  15741,dst r4-others,obs,(12/25/98 13:24:59)
6775, 104376,dst gw1,obs,(12/25/98 13:24:59)
6776,  37718,dst gw2,obs,(12/25/98 13:24:59)
6777,  28607,dst gw3,obs,(12/25/98 13:24:59)
6778,   1163,dst gw-others,obs,(12/25/98 13:24:59)
6805,  25864,ori router5,obs,(12/25/98 13:30:00)
6806,  84389,ori r4-local,obs,(12/25/98 13:30:00)
6807,   9814,ori switch,obs,(12/25/98 13:30:00)
6808,   5121,ori r4-others,obs,(12/25/98 13:30:00)
6809,  17234,ori gw1,obs,(12/25/98 13:30:00)
6810,  25117,ori gw2,obs,(12/25/98 13:30:00)
6811,  78623,ori gw3,obs,(12/25/98 13:30:00)
6812,  17180,ori gw-others,obs,(12/25/98 13:30:00)
6813,   9111,dst router5,obs,(12/25/98 13:30:00)
6814,  83339,dst r4-local,obs,(12/25/98 13:30:00)
6815,  23775,dst switch,obs,(12/25/98 13:30:00)
6816,  15431,dst r4-others,obs,(12/25/98 13:30:00)
6817,  69639,dst gw1,obs,(12/25/98 13:30:00)
6818,  34018,dst gw2,obs,(12/25/98 13:30:00)
6819,  26987,dst gw3,obs,(12/25/98 13:30:00)
6820,   1041,dst gw-others,obs,(12/25/98 13:30:00)
6847,  24327,ori router5,obs,(12/25/98 13:35:00)
6848,  94815,ori r4-local,obs,(12/25/98 13:35:00)
6849,  23532,ori switch,obs,(12/25/98 13:35:00)
6850,   7867,ori r4-others,obs,(12/25/98 13:35:00)
6851,  21257,ori gw1,obs,(12/25/98 13:35:00)
6852,  48460,ori gw2,obs,(12/25/98 13:35:00)
6853,  56956,ori gw3,obs,(12/25/98 13:35:00)
6854,   4177,ori gw-others,obs,(12/25/98 13:35:00)
6855,   9817,dst router5,obs,(12/25/98 13:35:00)
6856, 101790,dst r4-local,obs,(12/25/98 13:35:00)
6857,  33138,dst switch,obs,(12/25/98 13:35:00)
6858,  19298,dst r4-others,obs,(12/25/98 13:35:00)
6859,  69686,dst gw1,obs,(12/25/98 13:35:00)
6860,  15247,dst gw2,obs,(12/25/98 13:35:00)
6861,  31824,dst gw3,obs,(12/25/98 13:35:00)
6862,    584,dst gw-others,obs,(12/25/98 13:35:00)
6889,  32734,ori router5,obs,(12/25/98 13:40:00)
6890,  74914,ori r4-local,obs,(12/25/98 13:40:00)
6891,  21000,ori switch,obs,(12/25/98 13:40:00)
6892,  17891,ori r4-others,obs,(12/25/98 13:40:00)
6893,  25741,ori gw1,obs,(12/25/98 13:40:00)
6894,  54078,ori gw2,obs,(12/25/98 13:40:00)
6895,  57234,ori gw3,obs,(12/25/98 13:40:00)
6896,   2445,ori gw-others,obs,(12/25/98 13:40:00)
6897,   7237,dst router5,obs,(12/25/98 13:40:00)
6898,  87391,dst r4-local,obs,(12/25/98 13:40:00)
6899,  45823,dst switch,obs,(12/25/98 13:40:00)
6900,  28226,dst r4-others,obs,(12/25/98 13:40:00)
6901,  70477,dst gw1,obs,(12/25/98 13:40:00)
6902,  13521,dst gw2,obs,(12/25/98 13:40:00)
6903,  32964,dst gw3,obs,(12/25/98 13:40:00)
6904,    381,dst gw-others,obs,(12/25/98 13:40:00)
6931,  32406,ori router5,obs,(12/25/98 13:44:59)
6932,  50247,ori r4-local,obs,(12/25/98 13:44:59)
6933,  26571,ori switch,obs,(12/25/98 13:44:59)
6934,   9309,ori r4-others,obs,(12/25/98 13:44:59)
6935,  31506,ori gw1,obs,(12/25/98 13:44:59)
6936,  13832,ori gw2,obs,(12/25/98 13:44:59)
6937,  72070,ori gw3,obs,(12/25/98 13:44:59)
6938,   1930,ori gw-others,obs,(12/25/98 13:44:59)
6939,   8741,dst router5,obs,(12/25/98 13:44:59)
6940,  54704,dst r4-local,obs,(12/25/98 13:44:59)
6941,  42432,dst switch,obs,(12/25/98 13:44:59)
6942,  18348,dst r4-others,obs,(12/25/98 13:44:59)
6943,  71296,dst gw1,obs,(12/25/98 13:44:59)
6944,   8075,dst gw2,obs,(12/25/98 13:44:59)
6945,  33570,dst gw3,obs,(12/25/98 13:44:59)
6946,    715,dst gw-others,obs,(12/25/98 13:44:59)
6973,  34649,ori router5,obs,(12/25/98 13:49:59)
6974,  33857,ori r4-local,obs,(12/25/98 13:49:59)
6975,  20063,ori switch,obs,(12/25/98 13:49:59)
6976,   7016,ori r4-others,obs,(12/25/98 13:49:59)
6977,  22591,ori gw1,obs,(12/25/98 13:49:59)
6978,  13326,ori gw2,obs,(12/25/98 13:49:59)
6979,  51618,ori gw3,obs,(12/25/98 13:49:59)
6980,   2143,ori gw-others,obs,(12/25/98 13:49:59)
6981,   8841,dst router5,obs,(12/25/98 13:49:59)
6982,  39744,dst r4-local,obs,(12/25/98 13:49:59)
6983,  35294,dst switch,obs,(12/25/98 13:49:59)
6984,  18707,dst r4-others,obs,(12/25/98 13:49:59)
6985,  49225,dst gw1,obs,(12/25/98 13:49:59)
6986,   8932,dst gw2,obs,(12/25/98 13:49:59)
6987,  24264,dst gw3,obs,(12/25/98 13:49:59)
6988,    257,dst gw-others,obs,(12/25/98 13:49:59)
7015,  32686,ori router5,obs,(12/25/98 13:55:00)
7016,  46330,ori r4-local,obs,(12/25/98 13:55:00)
7017,  21772,ori switch,obs,(12/25/98 13:55:00)
7018,   6763,ori r4-others,obs,(12/25/98 13:55:00)
7019,  21690,ori gw1,obs,(12/25/98 13:55:00)
7020,  13562,ori gw2,obs,(12/25/98 13:55:00)
7021,  86669,ori gw3,obs,(12/25/98 13:55:00)
7022,   1481,ori gw-others,obs,(12/25/98 13:55:00)
7023,   7606,dst router5,obs,(12/25/98 13:55:00)
7024,  57721,dst r4-local,obs,(12/25/98 13:55:00)
7025,  33360,dst switch,obs,(12/25/98 13:55:00)
7026,  15998,dst r4-others,obs,(12/25/98 13:55:00)
7027,  83828,dst gw1,obs,(12/25/98 13:55:00)
7028,   9472,dst gw2,obs,(12/25/98 13:55:00)
7029,  22679,dst gw3,obs,(12/25/98 13:55:00)
7030,    283,dst gw-others,obs,(12/25/98 13:55:00)
7057,  30164,ori router5,obs,(12/25/98 14:00:00)
7058,  33313,ori r4-local,obs,(12/25/98 14:00:00)
7059,  23469,ori switch,obs,(12/25/98 14:00:00)
7060,   5967,ori r4-others,obs,(12/25/98 14:00:00)
7061,  20628,ori gw1,obs,(12/25/98 14:00:00)
7062,  31995,ori gw2,obs,(12/25/98 14:00:00)
7063,  62420,ori gw3,obs,(12/25/98 14:00:00)
7064,   3325,ori gw-others,obs,(12/25/98 14:00:00)
7065,   6019,dst router5,obs,(12/25/98 14:00:00)
7066,  47332,dst r4-local,obs,(12/25/98 14:00:00)
7067,  32757,dst switch,obs,(12/25/98 14:00:00)
7068,  13346,dst r4-others,obs,(12/25/98 14:00:00)
7069,  70476,dst gw1,obs,(12/25/98 14:00:00)
7070,  13487,dst gw2,obs,(12/25/98 14:00:00)
7071,  27340,dst gw3,obs,(12/25/98 14:00:00)
7072,    521,dst gw-others,obs,(12/25/98 14:00:00)
7099,  34879,ori router5,obs,(12/25/98 14:04:59)
7100,  38293,ori r4-local,obs,(12/25/98 14:04:59)
7101,  23871,ori switch,obs,(12/25/98 14:04:59)
7102,   8338,ori r4-others,obs,(12/25/98 14:04:59)
7103,  31285,ori gw1,obs,(12/25/98 14:04:59)
7104,  22673,ori gw2,obs,(12/25/98 14:04:59)
7105,  59742,ori gw3,obs,(12/25/98 14:04:59)
7106,   2615,ori gw-others,obs,(12/25/98 14:04:59)
7107,   9927,dst router5,obs,(12/25/98 14:04:59)
7108,  41576,dst r4-local,obs,(12/25/98 14:04:59)
7109,  42616,dst switch,obs,(12/25/98 14:04:59)
7110,  18208,dst r4-others,obs,(12/25/98 14:04:59)
7111,  59069,dst gw1,obs,(12/25/98 14:04:59)
7112,  15205,dst gw2,obs,(12/25/98 14:04:59)
7113,  34752,dst gw3,obs,(12/25/98 14:04:59)
7114,    344,dst gw-others,obs,(12/25/98 14:04:59)
7141,  52138,ori router5,obs,(12/25/98 14:09:59)
7142,  43166,ori r4-local,obs,(12/25/98 14:09:59)
7143,  22718,ori switch,obs,(12/25/98 14:09:59)
7144,   8863,ori r4-others,obs,(12/25/98 14:09:59)
7145,  24338,ori gw1,obs,(12/25/98 14:09:59)
7146,  26387,ori gw2,obs,(12/25/98 14:09:59)
7147,  69342,ori gw3,obs,(12/25/98 14:09:59)
7148,   4883,ori gw-others,obs,(12/25/98 14:09:59)
7149,   7749,dst router5,obs,(12/25/98 14:09:59)
7150,  66275,dst r4-local,obs,(12/25/98 14:09:59)
7151,  42217,dst switch,obs,(12/25/98 14:09:59)
7152,  18920,dst r4-others,obs,(12/25/98 14:09:59)
7153,  69281,dst gw1,obs,(12/25/98 14:09:59)
7154,  14588,dst gw2,obs,(12/25/98 14:09:59)
7155,  31508,dst gw3,obs,(12/25/98 14:09:59)
7156,   1296,dst gw-others,obs,(12/25/98 14:09:59)
7183,  52313,ori router5,obs,(12/25/98 14:15:00)
7184,  43232,ori r4-local,obs,(12/25/98 14:15:00)
7185,  22707,ori switch,obs,(12/25/98 14:15:00)
7186,   8870,ori r4-others,obs,(12/25/98 14:15:00)
7187,  24268,ori gw1,obs,(12/25/98 14:15:00)
7188,  26426,ori gw2,obs,(12/25/98 14:15:00)
7189,  69440,ori gw3,obs,(12/25/98 14:15:00)
7190,   4900,ori gw-others,obs,(12/25/98 14:15:00)
7191,   7724,dst router5,obs,(12/25/98 14:15:00)
7192,  66580,dst r4-local,obs,(12/25/98 14:15:00)
7193,  42194,dst switch,obs,(12/25/98 14:15:00)
7194,  18922,dst r4-others,obs,(12/25/98 14:15:00)
7195,  69379,dst gw1,obs,(12/25/98 14:15:00)
7196,  14580,dst gw2,obs,(12/25/98 14:15:00)
7197,  31472,dst gw3,obs,(12/25/98 14:15:00)
7198,   1305,dst gw-others,obs,(12/25/98 14:15:00)
7225,  32450,ori router5,obs,(12/25/98 14:20:00)
7226,  47337,ori r4-local,obs,(12/25/98 14:20:00)
7227,  19326,ori switch,obs,(12/25/98 14:20:00)
7228,   9819,ori r4-others,obs,(12/25/98 14:20:00)
7229,  23702,ori gw1,obs,(12/25/98 14:20:00)
7230,  19546,ori gw2,obs,(12/25/98 14:20:00)
7231,  87887,ori gw3,obs,(12/25/98 14:20:00)
7232,   4577,ori gw-others,obs,(12/25/98 14:20:00)
7233,   9371,dst router5,obs,(12/25/98 14:20:00)
